IDENTIFICADOR_DEL_REGISTRO,INCUMPLIMIENTO,CLASIFICACION_RESULTADO_PRODUCTO
363,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
364,Carece  de Leyendas precautorias,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
365,Induce a error o confision con respecto a la naturaleza y caracteristicas del producto,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
366,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
367,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
368,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
369,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
370,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
371,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
372,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
373,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
374,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
375,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
376,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
377,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
378,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
379,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
380,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
381,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
382,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
383,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
384,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
385,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
386,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
387,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
388,Ostenta la informacion comercial en idioma distinto al espa̱ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
389,Carece de instrucciones y mode de uso,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
390,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
391,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
392,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
393,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
394,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
395,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
396,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
397,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
398,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
399,Carece de la informacion comercial obligatoria en idioma espa̱ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
400,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
401,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
402,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
403,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
404,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
405,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
406,Carece de etiqueta de informacion comercial en idioma Espa̱ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
407,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
408,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
409,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
410,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
411,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
412,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
413,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
414,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
415,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
416,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
417,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
418,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
419,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
420,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
421,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
422,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
423,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
424,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
425,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
426,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
427,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
428,No Ostenta el Pais de Origen en Idioma Espa̱ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
429,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
430,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
431,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
432,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
433,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
434,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
435,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
436,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
437,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
438,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
439,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
440,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
441,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
442,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
443,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
444,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
445,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
446,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
447,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
448,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
449,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
450,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
451,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
452,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
453,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
454,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
455,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
456,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
457,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
458,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
459,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
460,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
461,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
462,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
463,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
464,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
465,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
466,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
467,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
468,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
469,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
470,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
471,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
472,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
473,La informacion comercial obligatoria que se presenta en idioma espa̱ol con respecto a la que se expresa en otro idioma se presenta con una altura meno,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
474,Carece de la informacion comercial obligatoria en idioma espa̱ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
475,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
476,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
477,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
478,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
479,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
480,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
481,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
482,Carece de Garantia,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
483,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
484,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
485,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
486,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
487,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
488,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
489,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
490,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
491,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
492,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
493,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
494,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
495,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
496,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
497,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
498,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
499,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
500,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
501,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
502,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
503,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
504,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
505,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
506,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
507,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
508,Carece de advertencias de riesgo por medio de leyendas graficas o simbolos precautorios,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
509,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
510,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
511,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
512,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
513,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
514,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
515,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
516,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
517,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
518,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
519,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
520,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
521,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
522,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
523,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
524,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
525,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
526,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
527,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
528,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
529,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
530,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
531,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
532,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
533,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
534,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
535,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
536,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
537,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
538,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
539,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
540,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
541,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
542,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
543,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
544,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
545,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
546,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
547,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
548,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
549,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
550,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
551,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
552,Carece de toda informacion comercial conforme a la norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
553,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
554,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
555,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
556,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
557,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
558,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
559,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
560,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
561,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
562,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
563,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
564,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
565,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
566,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
567,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
568,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
569,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
570,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
571,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
572,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
573,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
574,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
575,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
576,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
577,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
578,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
579,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
580,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
581,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
582,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
583,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
584,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
585,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
586,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
587,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
588,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
589,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
590,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
591,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
592,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
593,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
594,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
595,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
596,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
597,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
598,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
599,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
600,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
601,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
602,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
603,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
604,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
605,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
606,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
607,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
608,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
609,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
610,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
611,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
612,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
613,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
614,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
615,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
616,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
617,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
618,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
619,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
620,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
621,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
622,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
623,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
624,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
625,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
626,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
627,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
628,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
629,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
630,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
631,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
632,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
633,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
634,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
635,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
636,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
637,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
638,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
639,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
640,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
641,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
642,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
643,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
644,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
645,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
646,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
647,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
648,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
649,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
650,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
651,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
652,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
653,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
654,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
655,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
656,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
657,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
658,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
659,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
660,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
661,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
662,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
663,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
664,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
665,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
666,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
667,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
668,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
669,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
670,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
671,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
672,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
673,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
674,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
675,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
676,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
677,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
678,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
679,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
680,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
681,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
682,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
683,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
684,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
685,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
686,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
687,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
688,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
689,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
690,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
691,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
692,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
693,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
694,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
695,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
696,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
697,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
698,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
699,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
700,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
701,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
702,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
703,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
704,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
705,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
706,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
707,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
708,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
709,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
710,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
711,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
712,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
713,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
714,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
715,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
716,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
717,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
718,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
719,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
720,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
721,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
722,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
723,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
724,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
725,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
726,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
727,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
728,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
729,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
730,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
731,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
732,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
733,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
734,Carece de toda informacion comercial conforme a la norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
735,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
736,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
737,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
738,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
739,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
740,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
741,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
742,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
743,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
744,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
745,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
746,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
747,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
748,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
749,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
750,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
751,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
