IDENTIFICADOR_DEL_REGISTRO,INCUMPLIMIENTO,CLASIFICACION_RESULTADO_PRODUCTO
23337,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23338,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23339,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23340,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23341,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23342,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23343,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23344,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23345,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23346,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23347,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23348,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23349,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23350,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23351,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23352,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23353,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23354,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23355,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23356,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23357,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23358,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23359,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23360,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23361,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23362,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23363,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23364,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23365,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23366,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23367,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23368,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23369,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23370,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23371,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23372,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23373,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23374,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23375,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23376,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23377,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23378,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23379,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23380,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23381,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23382,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23383,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23384,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23385,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23386,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23387,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23388,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23389,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23390,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23391,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23392,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23393,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23394,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23395,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23396,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23397,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23398,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23399,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23400,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23401,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23402,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23403,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23404,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23405,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23406,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23407,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23408,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23409,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23410,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23411,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23412,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23413,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23414,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23415,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23416,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23417,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23418,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23419,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23420,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23421,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23422,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23423,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23424,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23425,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23426,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23427,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23428,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23429,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23430,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23431,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23432,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23433,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23434,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23435,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23436,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23437,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23438,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23439,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23440,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23441,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23442,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23443,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23444,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23445,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23446,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23447,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23448,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23449,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23450,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23451,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23452,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23453,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23454,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23455,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23456,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23457,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23458,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23459,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23460,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23461,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23462,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23463,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23464,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23465,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23466,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23467,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23468,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23469,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23470,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23471,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23472,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23473,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23474,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23475,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23476,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23477,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23478,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23479,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23480,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23481,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23482,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23483,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23484,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23485,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23486,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23487,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23488,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23489,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23490,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23491,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23492,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23493,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23494,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23495,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23496,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23497,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23498,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23499,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23500,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23501,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23502,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23503,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23504,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23505,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23506,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23507,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23508,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23509,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23510,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23511,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23512,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23513,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23514,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23515,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23516,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23517,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23518,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23519,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23520,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23521,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23522,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23523,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23524,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23525,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23526,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23527,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23528,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23529,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23530,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23531,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23532,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23533,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23534,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23535,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23536,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23537,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23538,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23539,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23540,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23541,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23542,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23543,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23544,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23545,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23546,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23547,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23548,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23549,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23550,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23551,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23552,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23553,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23554,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23555,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23556,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23557,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23558,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23559,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23560,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23561,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23562,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23563,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23564,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23565,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23566,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23567,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23568,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23569,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23570,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23571,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23572,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23573,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23574,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23575,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23576,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23577,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23578,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23579,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23580,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23581,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23582,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23583,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23584,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23585,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23586,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23587,Carece del domicilio fiscal del importador y/o fabricante.,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
23588,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23589,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23590,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23591,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23592,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23593,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23594,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23595,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23596,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23597,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23598,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23599,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23600,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23601,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23602,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23603,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23604,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23605,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23606,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23607,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23608,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23609,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23610,Carece de cantidad en la etiqueta,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23611,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23612,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23613,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23614,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23615,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23616,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23617,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23618,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23619,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23620,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23621,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23622,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23623,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23624,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23625,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23626,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23627,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23628,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23629,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23630,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23631,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23632,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23633,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23634,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23635,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23636,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23637,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23638,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23639,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23640,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23641,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23642,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23643,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23644,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23645,Carece de Informacion Comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23646,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23647,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23648,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23649,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23650,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23651,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23652,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23653,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23654,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23655,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23656,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23657,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23658,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23659,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23660,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23661,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23662,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23663,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23664,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23665,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23666,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23667,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23668,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23669,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23670,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23671,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23672,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23673,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23674,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23675,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23676,Carece de etiqueta de informacion comercial en idioma Espa̱ol,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23677,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23678,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23679,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23680,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23681,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23682,Carece de Informacion Comercial,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23683,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23684,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23685,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23686,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23687,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23688,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23689,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23690,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23691,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23692,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23693,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23694,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23695,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23696,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23697,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23698,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23699,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23700,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23701,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23702,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23703,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23704,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23705,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23706,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23707,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23708,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23709,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23710,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23711,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23712,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23713,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23714,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23715,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23716,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23717,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23718,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23719,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23720,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23721,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
