IDENTIFICADOR_DEL_REGISTRO,MUNICIPIO,ENTIDAD
3221,CUAUHTEMOC,DISTRITO FEDERAL
3222,CUAUHTEMOC,DISTRITO FEDERAL
3223,CUAUHTEMOC,DISTRITO FEDERAL
3224,CUAUHTEMOC,DISTRITO FEDERAL
3225,AZCAPOTZALCO,DISTRITO FEDERAL
3226,AZCAPOTZALCO,DISTRITO FEDERAL
3227,AZCAPOTZALCO,DISTRITO FEDERAL
3228,AZCAPOTZALCO,DISTRITO FEDERAL
3229,AZCAPOTZALCO,DISTRITO FEDERAL
3230,CUAUHTEMOC,DISTRITO FEDERAL
3231,CUAUHTEMOC,DISTRITO FEDERAL
3232,CUAUHTEMOC,DISTRITO FEDERAL
3233,CUAUHTEMOC,DISTRITO FEDERAL
3234,CUAUHTEMOC,DISTRITO FEDERAL
3235,CUAUHTEMOC,DISTRITO FEDERAL
3236,BENITO JUAREZ,DISTRITO FEDERAL
3237,BENITO JUAREZ,DISTRITO FEDERAL
3238,CUAUHTEMOC,DISTRITO FEDERAL
3239,CUAUHTEMOC,DISTRITO FEDERAL
3240,CUAUHTEMOC,DISTRITO FEDERAL
3241,CUAUHTEMOC,DISTRITO FEDERAL
3242,CUAUHTEMOC,DISTRITO FEDERAL
3243,CUAUHTEMOC,DISTRITO FEDERAL
3244,BENITO JUAREZ,DISTRITO FEDERAL
3245,BENITO JUAREZ,DISTRITO FEDERAL
3246,CUAUHTEMOC,DISTRITO FEDERAL
3247,CUAUHTEMOC,DISTRITO FEDERAL
3248,COYOACAN,DISTRITO FEDERAL
3249,COYOACAN,DISTRITO FEDERAL
3250,COYOACAN,DISTRITO FEDERAL
3251,IZTAPALAPA,DISTRITO FEDERAL
3252,IZTAPALAPA,DISTRITO FEDERAL
3253,IZTAPALAPA,DISTRITO FEDERAL
3254,IZTAPALAPA,DISTRITO FEDERAL
3255,IZTAPALAPA,DISTRITO FEDERAL
3256,IZTAPALAPA,DISTRITO FEDERAL
3257,IZTAPALAPA,DISTRITO FEDERAL
3258,IZTAPALAPA,DISTRITO FEDERAL
3259,CUAUHTEMOC,DISTRITO FEDERAL
3260,CUAUHTEMOC,DISTRITO FEDERAL
3261,CUAUHTEMOC,DISTRITO FEDERAL
3262,CUAUHTEMOC,DISTRITO FEDERAL
3263,CUAUHTEMOC,DISTRITO FEDERAL
3264,CUAUHTEMOC,DISTRITO FEDERAL
3265,ALVARO OBREGON,DISTRITO FEDERAL
3266,ALVARO OBREGON,DISTRITO FEDERAL
3267,ALVARO OBREGON,DISTRITO FEDERAL
3268,ALVARO OBREGON,DISTRITO FEDERAL
3269,ALVARO OBREGON,DISTRITO FEDERAL
3270,ALVARO OBREGON,DISTRITO FEDERAL
3271,ALVARO OBREGON,DISTRITO FEDERAL
3272,ALVARO OBREGON,DISTRITO FEDERAL
3273,COYOACAN,DISTRITO FEDERAL
3274,COYOACAN,DISTRITO FEDERAL
3275,CUAUHTEMOC,DISTRITO FEDERAL
3276,CUAUHTEMOC,DISTRITO FEDERAL
3277,CUAUHTEMOC,DISTRITO FEDERAL
3278,CUAUHTEMOC,DISTRITO FEDERAL
3279,ALVARO OBREGON,DISTRITO FEDERAL
3280,ALVARO OBREGON,DISTRITO FEDERAL
3281,ALVARO OBREGON,DISTRITO FEDERAL
3282,ALVARO OBREGON,DISTRITO FEDERAL
3283,ALVARO OBREGON,DISTRITO FEDERAL
3284,ALVARO OBREGON,DISTRITO FEDERAL
3285,ALVARO OBREGON,DISTRITO FEDERAL
3286,ALVARO OBREGON,DISTRITO FEDERAL
3287,AZCAPOTZALCO,DISTRITO FEDERAL
3288,AZCAPOTZALCO,DISTRITO FEDERAL
3289,AZCAPOTZALCO,DISTRITO FEDERAL
3290,AZCAPOTZALCO,DISTRITO FEDERAL
3291,AZCAPOTZALCO,DISTRITO FEDERAL
3292,AZCAPOTZALCO,DISTRITO FEDERAL
3293,BENITO JUAREZ,DISTRITO FEDERAL
3294,BENITO JUAREZ,DISTRITO FEDERAL
3295,BENITO JUAREZ,DISTRITO FEDERAL
3296,BENITO JUAREZ,DISTRITO FEDERAL
3297,AZCAPOTZALCO,DISTRITO FEDERAL
3298,AZCAPOTZALCO,DISTRITO FEDERAL
3299,AZCAPOTZALCO,DISTRITO FEDERAL
3300,AZCAPOTZALCO,DISTRITO FEDERAL
3301,AZCAPOTZALCO,DISTRITO FEDERAL
3302,BENITO JUAREZ,DISTRITO FEDERAL
3303,BENITO JUAREZ,DISTRITO FEDERAL
3304,BENITO JUAREZ,DISTRITO FEDERAL
3305,BENITO JUAREZ,DISTRITO FEDERAL
3306,BENITO JUAREZ,DISTRITO FEDERAL
3307,BENITO JUAREZ,DISTRITO FEDERAL
3308,BENITO JUAREZ,DISTRITO FEDERAL
3309,COYOACAN,DISTRITO FEDERAL
3310,COYOACAN,DISTRITO FEDERAL
3311,COYOACAN,DISTRITO FEDERAL
3312,COYOACAN,DISTRITO FEDERAL
3313,COYOACAN,DISTRITO FEDERAL
3314,IZTACALCO,DISTRITO FEDERAL
3315,IZTACALCO,DISTRITO FEDERAL
3316,IZTACALCO,DISTRITO FEDERAL
3317,IZTACALCO,DISTRITO FEDERAL
3318,IZTACALCO,DISTRITO FEDERAL
3319,MIGUEL HIDALGO,DISTRITO FEDERAL
3320,MIGUEL HIDALGO,DISTRITO FEDERAL
3321,MIGUEL HIDALGO,DISTRITO FEDERAL
3322,MIGUEL HIDALGO,DISTRITO FEDERAL
3323,MIGUEL HIDALGO,DISTRITO FEDERAL
3324,MIGUEL HIDALGO,DISTRITO FEDERAL
3325,MIGUEL HIDALGO,DISTRITO FEDERAL
3326,MIGUEL HIDALGO,DISTRITO FEDERAL
3327,MIGUEL HIDALGO,DISTRITO FEDERAL
3328,MIGUEL HIDALGO,DISTRITO FEDERAL
3329,MIGUEL HIDALGO,DISTRITO FEDERAL
3330,MIGUEL HIDALGO,DISTRITO FEDERAL
3331,MIGUEL HIDALGO,DISTRITO FEDERAL
3332,MIGUEL HIDALGO,DISTRITO FEDERAL
3333,COYOACAN,DISTRITO FEDERAL
3334,COYOACAN,DISTRITO FEDERAL
3335,COYOACAN,DISTRITO FEDERAL
3336,COYOACAN,DISTRITO FEDERAL
3337,COYOACAN,DISTRITO FEDERAL
3338,BENITO JUAREZ,DISTRITO FEDERAL
3339,BENITO JUAREZ,DISTRITO FEDERAL
3340,BENITO JUAREZ,DISTRITO FEDERAL
3341,COYOACAN,DISTRITO FEDERAL
3342,COYOACAN,DISTRITO FEDERAL
3343,COYOACAN,DISTRITO FEDERAL
3344,COYOACAN,DISTRITO FEDERAL
3345,CUAUHTEMOC,DISTRITO FEDERAL
3346,CUAUHTEMOC,DISTRITO FEDERAL
3347,CUAUHTEMOC,DISTRITO FEDERAL
3348,CUAUHTEMOC,DISTRITO FEDERAL
3349,CUAUHTEMOC,DISTRITO FEDERAL
3350,CUAUHTEMOC,DISTRITO FEDERAL
3351,CUAUHTEMOC,DISTRITO FEDERAL
3352,CUAUHTEMOC,DISTRITO FEDERAL
3353,CUAUHTEMOC,DISTRITO FEDERAL
3354,CUAUHTEMOC,DISTRITO FEDERAL
3355,CUAUHTEMOC,DISTRITO FEDERAL
3356,CUAUHTEMOC,DISTRITO FEDERAL
3357,CUAUHTEMOC,DISTRITO FEDERAL
3358,CUAUHTEMOC,DISTRITO FEDERAL
3359,CUAUHTEMOC,DISTRITO FEDERAL
3360,CUAUHTEMOC,DISTRITO FEDERAL
3361,CUAUHTEMOC,DISTRITO FEDERAL
3362,CUAUHTEMOC,DISTRITO FEDERAL
3363,CUAUHTEMOC,DISTRITO FEDERAL
3364,CUAUHTEMOC,DISTRITO FEDERAL
3365,CUAUHTEMOC,DISTRITO FEDERAL
3366,CUAUHTEMOC,DISTRITO FEDERAL
3367,CUAUHTEMOC,DISTRITO FEDERAL
3368,CUAUHTEMOC,DISTRITO FEDERAL
3369,CUAUHTEMOC,DISTRITO FEDERAL
3370,CUAUHTEMOC,DISTRITO FEDERAL
3371,CUAUHTEMOC,DISTRITO FEDERAL
3372,CUAUHTEMOC,DISTRITO FEDERAL
3373,CUAUHTEMOC,DISTRITO FEDERAL
3374,CUAUHTEMOC,DISTRITO FEDERAL
3375,CUAUHTEMOC,DISTRITO FEDERAL
3376,CUAUHTEMOC,DISTRITO FEDERAL
3377,CUAUHTEMOC,DISTRITO FEDERAL
3378,AZCAPOTZALCO,DISTRITO FEDERAL
3379,AZCAPOTZALCO,DISTRITO FEDERAL
3380,AZCAPOTZALCO,DISTRITO FEDERAL
3381,BENITO JUAREZ,DISTRITO FEDERAL
3382,BENITO JUAREZ,DISTRITO FEDERAL
3383,BENITO JUAREZ,DISTRITO FEDERAL
3384,BENITO JUAREZ,DISTRITO FEDERAL
3385,COYOACAN,DISTRITO FEDERAL
3386,COYOACAN,DISTRITO FEDERAL
3387,COYOACAN,DISTRITO FEDERAL
3388,COYOACAN,DISTRITO FEDERAL
3389,COYOACAN,DISTRITO FEDERAL
3390,COYOACAN,DISTRITO FEDERAL
3391,COYOACAN,DISTRITO FEDERAL
3392,COYOACAN,DISTRITO FEDERAL
3393,BENITO JUAREZ,DISTRITO FEDERAL
3394,BENITO JUAREZ,DISTRITO FEDERAL
3395,BENITO JUAREZ,DISTRITO FEDERAL
3396,BENITO JUAREZ,DISTRITO FEDERAL
3397,COYOACAN,DISTRITO FEDERAL
3398,COYOACAN,DISTRITO FEDERAL
3399,COYOACAN,DISTRITO FEDERAL
3400,COYOACAN,DISTRITO FEDERAL
3401,COYOACAN,DISTRITO FEDERAL
3402,BENITO JUAREZ,DISTRITO FEDERAL
3403,BENITO JUAREZ,DISTRITO FEDERAL
3404,BENITO JUAREZ,DISTRITO FEDERAL
3405,BENITO JUAREZ,DISTRITO FEDERAL
3406,COYOACAN,DISTRITO FEDERAL
3407,COYOACAN,DISTRITO FEDERAL
3408,COYOACAN,DISTRITO FEDERAL
3409,COYOACAN,DISTRITO FEDERAL
3410,COYOACAN,DISTRITO FEDERAL
3411,BENITO JUAREZ,DISTRITO FEDERAL
3412,BENITO JUAREZ,DISTRITO FEDERAL
3413,BENITO JUAREZ,DISTRITO FEDERAL
3414,BENITO JUAREZ,DISTRITO FEDERAL
3415,COYOACAN,DISTRITO FEDERAL
3416,COYOACAN,DISTRITO FEDERAL
3417,COYOACAN,DISTRITO FEDERAL
3418,COYOACAN,DISTRITO FEDERAL
3419,COYOACAN,DISTRITO FEDERAL
3420,COYOACAN,DISTRITO FEDERAL
3421,COYOACAN,DISTRITO FEDERAL
3422,AZCAPOTZALCO,DISTRITO FEDERAL
3423,AZCAPOTZALCO,DISTRITO FEDERAL
3424,AZCAPOTZALCO,DISTRITO FEDERAL
3425,AZCAPOTZALCO,DISTRITO FEDERAL
3426,AZCAPOTZALCO,DISTRITO FEDERAL
3427,AZCAPOTZALCO,DISTRITO FEDERAL
3428,AZCAPOTZALCO,DISTRITO FEDERAL
3429,AZCAPOTZALCO,DISTRITO FEDERAL
3430,AZCAPOTZALCO,DISTRITO FEDERAL
3431,BENITO JUAREZ,DISTRITO FEDERAL
3432,BENITO JUAREZ,DISTRITO FEDERAL
3433,BENITO JUAREZ,DISTRITO FEDERAL
3434,IZTAPALAPA,DISTRITO FEDERAL
3435,IZTAPALAPA,DISTRITO FEDERAL
3436,IZTAPALAPA,DISTRITO FEDERAL
3437,IZTAPALAPA,DISTRITO FEDERAL
3438,IZTAPALAPA,DISTRITO FEDERAL
3439,IZTAPALAPA,DISTRITO FEDERAL
3440,IZTAPALAPA,DISTRITO FEDERAL
3441,IZTAPALAPA,DISTRITO FEDERAL
3442,ALVARO OBREGON,DISTRITO FEDERAL
3443,ALVARO OBREGON,DISTRITO FEDERAL
3444,ALVARO OBREGON,DISTRITO FEDERAL
3445,ALVARO OBREGON,DISTRITO FEDERAL
3446,BENITO JUAREZ,DISTRITO FEDERAL
3447,BENITO JUAREZ,DISTRITO FEDERAL
3448,BENITO JUAREZ,DISTRITO FEDERAL
3449,BENITO JUAREZ,DISTRITO FEDERAL
3450,BENITO JUAREZ,DISTRITO FEDERAL
3451,IZTAPALAPA,DISTRITO FEDERAL
3452,IZTAPALAPA,DISTRITO FEDERAL
3453,IZTAPALAPA,DISTRITO FEDERAL
3454,IZTAPALAPA,DISTRITO FEDERAL
3455,BENITO JUAREZ,DISTRITO FEDERAL
3456,BENITO JUAREZ,DISTRITO FEDERAL
3457,BENITO JUAREZ,DISTRITO FEDERAL
3458,BENITO JUAREZ,DISTRITO FEDERAL
3459,CUAUHTEMOC,DISTRITO FEDERAL
3460,CUAUHTEMOC,DISTRITO FEDERAL
3461,CUAUHTEMOC,DISTRITO FEDERAL
3462,CUAUHTEMOC,DISTRITO FEDERAL
3463,CUAUHTEMOC,DISTRITO FEDERAL
3464,CUAUHTEMOC,DISTRITO FEDERAL
3465,CUAUHTEMOC,DISTRITO FEDERAL
3466,CUAUHTEMOC,DISTRITO FEDERAL
3467,CUAUHTEMOC,DISTRITO FEDERAL
3468,CUAUHTEMOC,DISTRITO FEDERAL
3469,CUAUHTEMOC,DISTRITO FEDERAL
3470,CUAUHTEMOC,DISTRITO FEDERAL
3471,CUAUHTEMOC,DISTRITO FEDERAL
3472,CUAUHTEMOC,DISTRITO FEDERAL
3473,CUAUHTEMOC,DISTRITO FEDERAL
3474,CUAUHTEMOC,DISTRITO FEDERAL
3475,CUAUHTEMOC,DISTRITO FEDERAL
3476,CUAUHTEMOC,DISTRITO FEDERAL
3477,CUAUHTEMOC,DISTRITO FEDERAL
3478,CUAUHTEMOC,DISTRITO FEDERAL
3479,CUAUHTEMOC,DISTRITO FEDERAL
3480,CUAUHTEMOC,DISTRITO FEDERAL
3481,CUAUHTEMOC,DISTRITO FEDERAL
3482,CUAUHTEMOC,DISTRITO FEDERAL
3483,CUAUHTEMOC,DISTRITO FEDERAL
3484,CUAUHTEMOC,DISTRITO FEDERAL
3485,CUAUHTEMOC,DISTRITO FEDERAL
3486,CUAUHTEMOC,DISTRITO FEDERAL
3487,CUAUHTEMOC,DISTRITO FEDERAL
3488,CUAUHTEMOC,DISTRITO FEDERAL
3489,CUAUHTEMOC,DISTRITO FEDERAL
3490,CUAUHTEMOC,DISTRITO FEDERAL
3491,CUAUHTEMOC,DISTRITO FEDERAL
3492,CUAUHTEMOC,DISTRITO FEDERAL
3493,CUAUHTEMOC,DISTRITO FEDERAL
3494,CUAUHTEMOC,DISTRITO FEDERAL
3495,CUAUHTEMOC,DISTRITO FEDERAL
3496,CUAUHTEMOC,DISTRITO FEDERAL
3497,CUAUHTEMOC,DISTRITO FEDERAL
3498,CUAUHTEMOC,DISTRITO FEDERAL
3499,ALVARO OBREGON,DISTRITO FEDERAL
3500,ALVARO OBREGON,DISTRITO FEDERAL
3501,ALVARO OBREGON,DISTRITO FEDERAL
3502,ALVARO OBREGON,DISTRITO FEDERAL
3503,ALVARO OBREGON,DISTRITO FEDERAL
3504,ALVARO OBREGON,DISTRITO FEDERAL
3505,ALVARO OBREGON,DISTRITO FEDERAL
3506,ALVARO OBREGON,DISTRITO FEDERAL
3507,BENITO JUAREZ,DISTRITO FEDERAL
3508,BENITO JUAREZ,DISTRITO FEDERAL
3509,BENITO JUAREZ,DISTRITO FEDERAL
3510,BENITO JUAREZ,DISTRITO FEDERAL
3511,IZTAPALAPA,DISTRITO FEDERAL
3512,IZTAPALAPA,DISTRITO FEDERAL
3513,IZTAPALAPA,DISTRITO FEDERAL
3514,IZTAPALAPA,DISTRITO FEDERAL
3515,TLALPAN,DISTRITO FEDERAL
3516,TLALPAN,DISTRITO FEDERAL
3517,TLALPAN,DISTRITO FEDERAL
3518,TLALPAN,DISTRITO FEDERAL
3519,TLALPAN,DISTRITO FEDERAL
3520,TLALPAN,DISTRITO FEDERAL
3521,ALVARO OBREGON,DISTRITO FEDERAL
3522,ALVARO OBREGON,DISTRITO FEDERAL
3523,ALVARO OBREGON,DISTRITO FEDERAL
3524,ALVARO OBREGON,DISTRITO FEDERAL
3525,ALVARO OBREGON,DISTRITO FEDERAL
3526,COYOACAN,DISTRITO FEDERAL
3527,COYOACAN,DISTRITO FEDERAL
3528,COYOACAN,DISTRITO FEDERAL
3529,COYOACAN,DISTRITO FEDERAL
3530,COYOACAN,DISTRITO FEDERAL
3531,COYOACAN,DISTRITO FEDERAL
3532,COYOACAN,DISTRITO FEDERAL
3533,COYOACAN,DISTRITO FEDERAL
3534,COYOACAN,DISTRITO FEDERAL
3535,COYOACAN,DISTRITO FEDERAL
3536,CUAUHTEMOC,DISTRITO FEDERAL
3537,CUAUHTEMOC,DISTRITO FEDERAL
3538,CUAUHTEMOC,DISTRITO FEDERAL
3539,CUAUHTEMOC,DISTRITO FEDERAL
3540,IZTAPALAPA,DISTRITO FEDERAL
3541,IZTAPALAPA,DISTRITO FEDERAL
3542,IZTAPALAPA,DISTRITO FEDERAL
3543,TLALPAN,DISTRITO FEDERAL
3544,TLALPAN,DISTRITO FEDERAL
3545,TLALPAN,DISTRITO FEDERAL
3546,TLALPAN,DISTRITO FEDERAL
3547,CUAUHTEMOC,DISTRITO FEDERAL
3548,CUAUHTEMOC,DISTRITO FEDERAL
3549,TLALPAN,DISTRITO FEDERAL
3550,TLALPAN,DISTRITO FEDERAL
3551,TLALPAN,DISTRITO FEDERAL
3552,GUSTAVO A. MADERO,DISTRITO FEDERAL
3553,GUSTAVO A. MADERO,DISTRITO FEDERAL
3554,GUSTAVO A. MADERO,DISTRITO FEDERAL
3555,IZTACALCO,DISTRITO FEDERAL
3556,IZTACALCO,DISTRITO FEDERAL
3557,IZTACALCO,DISTRITO FEDERAL
3558,GUSTAVO A. MADERO,DISTRITO FEDERAL
3559,GUSTAVO A. MADERO,DISTRITO FEDERAL
3560,GUSTAVO A. MADERO,DISTRITO FEDERAL
3561,ALVARO OBREGON,DISTRITO FEDERAL
3562,ALVARO OBREGON,DISTRITO FEDERAL
3563,ALVARO OBREGON,DISTRITO FEDERAL
3564,ALVARO OBREGON,DISTRITO FEDERAL
3565,ALVARO OBREGON,DISTRITO FEDERAL
3566,ALVARO OBREGON,DISTRITO FEDERAL
3567,AZCAPOTZALCO,DISTRITO FEDERAL
3568,AZCAPOTZALCO,DISTRITO FEDERAL
3569,AZCAPOTZALCO,DISTRITO FEDERAL
3570,AZCAPOTZALCO,DISTRITO FEDERAL
3571,AZCAPOTZALCO,DISTRITO FEDERAL
3572,AZCAPOTZALCO,DISTRITO FEDERAL
3573,AZCAPOTZALCO,DISTRITO FEDERAL
3574,AZCAPOTZALCO,DISTRITO FEDERAL
3575,AZCAPOTZALCO,DISTRITO FEDERAL
3576,AZCAPOTZALCO,DISTRITO FEDERAL
3577,AZCAPOTZALCO,DISTRITO FEDERAL
3578,AZCAPOTZALCO,DISTRITO FEDERAL
3579,AZCAPOTZALCO,DISTRITO FEDERAL
3580,AZCAPOTZALCO,DISTRITO FEDERAL
3581,AZCAPOTZALCO,DISTRITO FEDERAL
3582,AZCAPOTZALCO,DISTRITO FEDERAL
3583,AZCAPOTZALCO,DISTRITO FEDERAL
3584,AZCAPOTZALCO,DISTRITO FEDERAL
3585,AZCAPOTZALCO,DISTRITO FEDERAL
3586,AZCAPOTZALCO,DISTRITO FEDERAL
3587,AZCAPOTZALCO,DISTRITO FEDERAL
3588,AZCAPOTZALCO,DISTRITO FEDERAL
3589,AZCAPOTZALCO,DISTRITO FEDERAL
3590,GUSTAVO A. MADERO,DISTRITO FEDERAL
3591,GUSTAVO A. MADERO,DISTRITO FEDERAL
3592,GUSTAVO A. MADERO,DISTRITO FEDERAL
3593,AZCAPOTZALCO,DISTRITO FEDERAL
3594,AZCAPOTZALCO,DISTRITO FEDERAL
3595,AZCAPOTZALCO,DISTRITO FEDERAL
3596,AZCAPOTZALCO,DISTRITO FEDERAL
3597,AZCAPOTZALCO,DISTRITO FEDERAL
3598,AZCAPOTZALCO,DISTRITO FEDERAL
3599,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3600,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3601,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3602,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3603,CUAUHTEMOC,DISTRITO FEDERAL
3604,CUAUHTEMOC,DISTRITO FEDERAL
3605,CUAUHTEMOC,DISTRITO FEDERAL
3606,CUAUHTEMOC,DISTRITO FEDERAL
3607,CUAUHTEMOC,DISTRITO FEDERAL
3608,CUAUHTEMOC,DISTRITO FEDERAL
3609,CUAUHTEMOC,DISTRITO FEDERAL
3610,CUAUHTEMOC,DISTRITO FEDERAL
3611,CUAUHTEMOC,DISTRITO FEDERAL
3612,CUAUHTEMOC,DISTRITO FEDERAL
3613,CUAUHTEMOC,DISTRITO FEDERAL
3614,CUAUHTEMOC,DISTRITO FEDERAL
3615,CUAUHTEMOC,DISTRITO FEDERAL
3616,CUAUHTEMOC,DISTRITO FEDERAL
3617,CUAUHTEMOC,DISTRITO FEDERAL
3618,CUAUHTEMOC,DISTRITO FEDERAL
3619,CUAUHTEMOC,DISTRITO FEDERAL
3620,CUAUHTEMOC,DISTRITO FEDERAL
3621,CUAUHTEMOC,DISTRITO FEDERAL
3622,CUAUHTEMOC,DISTRITO FEDERAL
3623,CUAUHTEMOC,DISTRITO FEDERAL
3624,CUAUHTEMOC,DISTRITO FEDERAL
3625,CUAUHTEMOC,DISTRITO FEDERAL
3626,CUAUHTEMOC,DISTRITO FEDERAL
3627,CUAUHTEMOC,DISTRITO FEDERAL
3628,CUAUHTEMOC,DISTRITO FEDERAL
3629,CUAUHTEMOC,DISTRITO FEDERAL
3630,TLALPAN,DISTRITO FEDERAL
3631,TLALPAN,DISTRITO FEDERAL
3632,TLALPAN,DISTRITO FEDERAL
3633,TLALPAN,DISTRITO FEDERAL
3634,TLALPAN,DISTRITO FEDERAL
3635,TLALPAN,DISTRITO FEDERAL
3636,TLALPAN,DISTRITO FEDERAL
3637,TLALPAN,DISTRITO FEDERAL
3638,TLALPAN,DISTRITO FEDERAL
3639,ALVARO OBREGON,DISTRITO FEDERAL
3640,ALVARO OBREGON,DISTRITO FEDERAL
3641,ALVARO OBREGON,DISTRITO FEDERAL
3642,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3643,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3644,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3645,CUAUHTEMOC,DISTRITO FEDERAL
3646,CUAUHTEMOC,DISTRITO FEDERAL
3647,CUAUHTEMOC,DISTRITO FEDERAL
3648,CUAUHTEMOC,DISTRITO FEDERAL
3649,CUAUHTEMOC,DISTRITO FEDERAL
3650,CUAUHTEMOC,DISTRITO FEDERAL
3651,CUAUHTEMOC,DISTRITO FEDERAL
3652,CUAUHTEMOC,DISTRITO FEDERAL
3653,CUAUHTEMOC,DISTRITO FEDERAL
3654,GUSTAVO A. MADERO,DISTRITO FEDERAL
3655,GUSTAVO A. MADERO,DISTRITO FEDERAL
3656,MIGUEL HIDALGO,DISTRITO FEDERAL
3657,MIGUEL HIDALGO,DISTRITO FEDERAL
3658,MIGUEL HIDALGO,DISTRITO FEDERAL
3659,MIGUEL HIDALGO,DISTRITO FEDERAL
3660,MIGUEL HIDALGO,DISTRITO FEDERAL
3661,MIGUEL HIDALGO,DISTRITO FEDERAL
3662,MIGUEL HIDALGO,DISTRITO FEDERAL
3663,MIGUEL HIDALGO,DISTRITO FEDERAL
3664,MIGUEL HIDALGO,DISTRITO FEDERAL
3665,MIGUEL HIDALGO,DISTRITO FEDERAL
3666,AZCAPOTZALCO,DISTRITO FEDERAL
3667,AZCAPOTZALCO,DISTRITO FEDERAL
3668,AZCAPOTZALCO,DISTRITO FEDERAL
3669,AZCAPOTZALCO,DISTRITO FEDERAL
3670,AZCAPOTZALCO,DISTRITO FEDERAL
3671,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3672,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3673,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3674,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3675,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3676,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3677,GUSTAVO A. MADERO,DISTRITO FEDERAL
3678,GUSTAVO A. MADERO,DISTRITO FEDERAL
3679,NAUCALPAN DE JUAREZ,MEXICO
3680,NAUCALPAN DE JUAREZ,MEXICO
3681,BENITO JUAREZ,DISTRITO FEDERAL
3682,BENITO JUAREZ,DISTRITO FEDERAL
3683,ALVARO OBREGON,DISTRITO FEDERAL
3684,ALVARO OBREGON,DISTRITO FEDERAL
3685,ALVARO OBREGON,DISTRITO FEDERAL
3686,ALVARO OBREGON,DISTRITO FEDERAL
3687,ALVARO OBREGON,DISTRITO FEDERAL
3688,AZCAPOTZALCO,DISTRITO FEDERAL
3689,AZCAPOTZALCO,DISTRITO FEDERAL
3690,AZCAPOTZALCO,DISTRITO FEDERAL
3691,AZCAPOTZALCO,DISTRITO FEDERAL
3692,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3693,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3694,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3695,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3696,GUSTAVO A. MADERO,DISTRITO FEDERAL
3697,GUSTAVO A. MADERO,DISTRITO FEDERAL
3698,IZTAPALAPA,DISTRITO FEDERAL
3699,IZTAPALAPA,DISTRITO FEDERAL
3700,IZTAPALAPA,DISTRITO FEDERAL
3701,IZTAPALAPA,DISTRITO FEDERAL
3702,IZTAPALAPA,DISTRITO FEDERAL
3703,IZTAPALAPA,DISTRITO FEDERAL
3704,CUAUHTEMOC,DISTRITO FEDERAL
3705,ALVARO OBREGON,DISTRITO FEDERAL
3706,ALVARO OBREGON,DISTRITO FEDERAL
3707,ALVARO OBREGON,DISTRITO FEDERAL
3708,ALVARO OBREGON,DISTRITO FEDERAL
3709,AZCAPOTZALCO,DISTRITO FEDERAL
3710,AZCAPOTZALCO,DISTRITO FEDERAL
3711,AZCAPOTZALCO,DISTRITO FEDERAL
3712,AZCAPOTZALCO,DISTRITO FEDERAL
3713,AZCAPOTZALCO,DISTRITO FEDERAL
3714,AZCAPOTZALCO,DISTRITO FEDERAL
3715,BENITO JUAREZ,DISTRITO FEDERAL
3716,COYOACAN,DISTRITO FEDERAL
3717,COYOACAN,DISTRITO FEDERAL
3718,COYOACAN,DISTRITO FEDERAL
3719,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3720,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3721,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3722,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3723,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3724,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3725,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3726,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL
3727,CUAUHTEMOC,DISTRITO FEDERAL
3728,CUAUHTEMOC,DISTRITO FEDERAL
3729,CUAUHTEMOC,DISTRITO FEDERAL
3730,GUSTAVO A. MADERO,DISTRITO FEDERAL
3731,GUSTAVO A. MADERO,DISTRITO FEDERAL
3732,GUSTAVO A. MADERO,DISTRITO FEDERAL
3733,GUSTAVO A. MADERO,DISTRITO FEDERAL
3734,GUSTAVO A. MADERO,DISTRITO FEDERAL
3735,GUSTAVO A. MADERO,DISTRITO FEDERAL
3736,GUSTAVO A. MADERO,DISTRITO FEDERAL
3737,GUSTAVO A. MADERO,DISTRITO FEDERAL
3738,GUSTAVO A. MADERO,DISTRITO FEDERAL
